gelC_I_3mm11	gelC_I_3mm11	gelC_I_3mm11	
Force	Distance	Time	
g	mm	sec	

-0.0462819	0.045	4.575	
0.0967712	0.045	4.58	
-0.0294521	0.045	4.585	
-0.166194	0.045	4.59	
-0.0462819	0.045	4.595	
0.109394	0.045	4.6	
0.0315558	0.046	4.605	
-0.10729	0.046	4.61	
0.0315558	0.046	4.615	
0.185128	0.046	4.62	
0.0483856	0.046	4.625	
-0.10729	0.046	4.63	
0.00841489	0.046	4.635	
0.153572	0.046	4.64	
0.0315558	0.046	4.645	
-0.134638	0.046	4.65	
-0.0168298	0.046	4.655	
0.122016	0.046	4.66	
-0.00210372	0.046	4.665	
-0.155675	0.046	4.67	
-0.0525931	0.046	4.675	
0.100979	0.046	4.68	
0.0252447	0.046	4.685	
-0.136742	0.046	4.69	
-0.0336596	0.046	4.695	
0.111497	0.046	4.7	
0.0294521	0.047	4.705	
-0.0883563	0.047	4.71	
0.0589042	0.047	4.715	
0.185128	0.047	4.72	
0.0168298	0.047	4.725	
-0.151468	0.047	4.73	
-0.0168298	0.047	4.735	
0.103082	0.047	4.74	
-0.0126223	0.047	4.745	
-0.168298	0.047	4.75	
-0.00631117	0.047	4.755	
0.147261	0.047	4.76	
0.0252447	0.047	4.765	
-0.10729	0.047	4.77	
0.0210372	0.047	4.775	
0.187231	0.047	4.78	
0.0315558	0.047	4.785	
-0.16409	0.047	4.79	
-0.0946675	0.047	4.795	
0.0589042	0.047	4.8	
-0.0231409	0.048	4.805	
-0.111497	0.048	4.81	
0.0652154	0.048	4.815	
0.216683	0.048	4.82	
0.037867	0.048	4.825	
-0.145157	0.048	4.83	
-0.0336596	0.048	4.835	
0.117808	0.048	4.84	
-0.0231409	0.048	4.845	
-0.159883	0.048	4.85	
-0.00841489	0.048	4.855	
0.153572	0.048	4.86	
0.037867	0.048	4.865	
-0.12412	0.048	4.87	
-0.0168298	0.048	4.875	
0.140949	0.048	4.88	
-0.00420744	0.048	4.885	
-0.16409	0.048	4.89	
-0.075734	0.048	4.895	
0.0883563	0.048	4.9	
-0.00841489	0.049	4.905	
-0.100979	0.049	4.91	
0.0568005	0.049	4.915	
0.201957	0.049	4.92	
0.037867	0.049	4.925	
-0.153572	0.049	4.93	
-0.0147261	0.049	4.935	
0.136742	0.049	4.94	
0	0.049	4.945	
-0.149364	0.049	4.95	
0.0294521	0.049	4.955	
0.208268	0.049	4.96	
0.0715266	0.049	4.965	
-0.0820452	0.049	4.97	
0.0147261	0.049	4.975	
0.100979	0.049	4.98	
-0.0399707	0.049	4.985	
-0.189335	0.049	4.99	
-0.0610079	0.049	4.995	
0.130431	0.049	5	
0.0568005	0.05	5.005	
-0.0525931	0.05	5.01	
0.105186	0.05	5.015	
0.210372	0.05	5.02	
0	0.05	5.025	
-0.206165	0.05	5.03	
-0.0841489	0.05	5.035	
0.0736303	0.05	5.04	
-0.0462819	0.05	5.045	
-0.130431	0.05	5.05	
0.0568005	0.05	5.055	
0.244032	0.05	5.06	
0.0820452	0.05	5.065	
-0.105186	0.05	5.07	
0	0.05	5.075	
0.113601	0.05	5.08	
-0.037867	0.05	5.085	
-0.204061	0.05	5.09	
-0.0525931	0.05	5.095	
0.138846	0.05	5.1	
0.0336596	0.051	5.105	
-0.0778377	0.051	5.11	
0.075734	0.051	5.115	
0.199854	0.051	5.12	
0.0273484	0.051	5.125	
-0.149364	0.051	5.13	
-0.0168298	0.051	5.135	
0.149364	0.051	5.14	
0.0294521	0.051	5.145	
-0.103082	0.051	5.15	
0.0315558	0.051	5.155	
0.166194	0.051	5.16	
0.0336596	0.051	5.165	
-0.128327	0.051	5.17	
-0.0273484	0.051	5.175	
0.111497	0.051	5.18	
-0.00420744	0.051	5.185	
-0.147261	0.051	5.19	
-0.0168298	0.051	5.195	
0.119912	0.051	5.2	
-0.0252447	0.052	5.205	
-0.136742	0.052	5.21	
0.037867	0.052	5.215	
0.178816	0.052	5.22	
-0.00631117	0.052	5.225	
-0.178816	0.052	5.23	
0.00420744	0.052	5.235	
0.178816	0.052	5.24	
0.0462819	0.052	5.245	
-0.12412	0.052	5.25	
-0.0147261	0.052	5.255	
0.128327	0.052	5.26	
-0.0231409	0.052	5.265	
-0.204061	0.052	5.27	
-0.0862526	0.052	5.275	
0.105186	0.052	5.28	
0.0231409	0.052	5.285	
-0.0820452	0.052	5.29	
0.0568005	0.052	5.295	
0.199854	0.052	5.3	
0.0673191	0.053	5.305	
-0.128327	0.053	5.31	
-0.0105186	0.053	5.315	
0.12412	0.053	5.32	
-0.037867	0.053	5.325	
-0.155675	0.053	5.33	
0.0168298	0.053	5.335	
0.218787	0.053	5.34	
0.0862526	0.053	5.345	
-0.0946675	0.053	5.35	
0.00841489	0.053	5.355	
0.132534	0.053	5.36	
-0.0252447	0.053	5.365	
-0.185128	0.053	5.37	
-0.0546968	0.053	5.375	
0.128327	0.053	5.38	
0.0357633	0.053	5.385	
-0.117808	0.053	5.39	
-0.0462819	0.053	5.395	
0.113601	0.053	5.4	
0.0168298	0.054	5.405	
-0.134638	0.054	5.41	
0	0.054	5.415	
0.151468	0.054	5.42	
0.0189335	0.054	5.425	
-0.0946675	0.054	5.43	
0.0462819	0.054	5.435	
0.189335	0.054	5.44	
0.0441782	0.054	5.445	
-0.12412	0.054	5.45	
-0.0420744	0.054	5.455	
0.0883563	0.054	5.46	
-0.0546968	0.054	5.465	
-0.183024	0.054	5.47	
-0.0357633	0.054	5.475	
0.134638	0.054	5.48	
0.0589042	0.054	5.485	
-0.0546968	0.054	5.49	
0.0420744	0.054	5.495	
0.149364	0.054	5.5	
0.0210372	0.055	5.505	
-0.130431	0.055	5.51	
0.0189335	0.055	5.515	
0.109394	0.055	5.52	
-0.037867	0.055	5.525	
-0.178816	0.055	5.53	
0.0168298	0.055	5.535	
0.159883	0.055	5.54	
0.0273484	0.055	5.545	
-0.138846	0.055	5.55	
0.0147261	0.055	5.555	
0.140949	0.055	5.56	
-0.0126223	0.055	5.565	
-0.166194	0.055	5.57	
-0.00210372	0.055	5.575	
0.143053	0.055	5.58	
0.0231409	0.055	5.585	
-0.126223	0.055	5.59	
-0.00631117	0.055	5.595	
0.130431	0.055	5.6	
-0.0336596	0.056	5.605	
-0.161987	0.056	5.61	
0.0210372	0.056	5.615	
0.166194	0.056	5.62	
-0.00420744	0.056	5.625	
-0.170401	0.056	5.63	
-0.00210372	0.056	5.635	
0.176713	0.056	5.64	
0	0.056	5.645	
-0.172505	0.056	5.65	
-0.00420744	0.056	5.655	
0.166194	0.056	5.66	
0.0210372	0.056	5.665	
-0.159883	0.056	5.67	
-0.0168298	0.056	5.675	
0.130431	0.056	5.68	
-0.00841489	0.056	5.685	
-0.178816	0.056	5.69	
-0.0525931	0.056	5.695	
0.109394	0.056	5.7	
-0.0147261	0.057	5.705	
-0.136742	0.057	5.71	
0.0357633	0.057	5.715	
0.220891	0.057	5.72	
0.0483856	0.057	5.725	
-0.134638	0.057	5.73	
0.0189335	0.057	5.735	
0.145157	0.057	5.74	
-0.0315558	0.057	5.745	
-0.218787	0.057	5.75	
-0.0546968	0.057	5.755	
0.143053	0.057	5.76	
0.0168298	0.057	5.765	
-0.130431	0.057	5.77	
0.00841489	0.057	5.775	
0.178816	0.057	5.78	
0.0273484	0.057	5.785	
-0.174609	0.057	5.79	
-0.0336596	0.057	5.795	
0.145157	0.057	5.8	
0.0147261	0.058	5.805	
-0.119912	0.058	5.81	
0.0610079	0.058	5.815	
0.216683	0.058	5.82	
0.0336596	0.058	5.825	
-0.159883	0.058	5.83	
-0.0231409	0.058	5.835	
0.145157	0.058	5.84	
-0.00210372	0.058	5.845	
-0.191439	0.058	5.85	
-0.0294521	0.058	5.855	
0.149364	0.058	5.86	
0.0399707	0.058	5.865	
-0.119912	0.058	5.87	
-0.00631117	0.058	5.875	
0.159883	0.058	5.88	
0.00841489	0.058	5.885	
-0.199854	0.058	5.89	
-0.0631117	0.058	5.895	
0.109394	0.058	5.9	
0.0357633	0.059	5.905	
-0.113601	0.059	5.91	
0.0525931	0.059	5.915	
0.216683	0.059	5.92	
0.0652154	0.059	5.925	
-0.130431	0.059	5.93	
-0.00841489	0.059	5.935	
0.149364	0.059	5.94	
-0.00420744	0.059	5.945	
-0.208268	0.059	5.95	
-0.0736303	0.059	5.955	
0.105186	0.059	5.96	
-0.0105186	0.059	5.965	
-0.143053	0.059	5.97	
0.00420744	0.059	5.975	
0.183024	0.059	5.98	
0.0504893	0.059	5.985	
-0.151468	0.059	5.99	
-0.0462819	0.059	5.995	
0.115705	0.059	6	
-0.00631117	0.06	6.005	
-0.151468	0.06	6.01	
0.0399707	0.06	6.015	
0.235617	0.06	6.02	
0.0820452	0.06	6.025	
-0.128327	0.06	6.03	
-0.0357633	0.06	6.035	
0.122016	0.06	6.04	
-0.0568005	0.06	6.045	
-0.246135	0.06	6.05	
-0.0652154	0.06	6.055	
0.151468	0.06	6.06	
0.0631117	0.06	6.065	
-0.0967712	0.06	6.07	
0.00420744	0.06	6.075	
0.18092	0.06	6.08	
0.0273484	0.06	6.085	
-0.19775	0.06	6.09	
-0.111497	0.06	6.095	
0.0988749	0.06	6.1	
0.0231409	0.061	6.105	
-0.111497	0.061	6.11	
0.0715266	0.061	6.115	
0.267173	0.061	6.12	
0.109394	0.061	6.125	
-0.109394	0.061	6.13	
-0.0315558	0.061	6.135	
0.130431	0.061	6.14	
-0.00631117	0.061	6.145	
-0.19775	0.061	6.15	
-0.0315558	0.061	6.155	
0.195646	0.061	6.16	
0.0883563	0.061	6.165	
-0.09046	0.061	6.17	
-0.0231409	0.061	6.175	
0.119912	0.061	6.18	
-0.0105186	0.061	6.185	
-0.193542	0.061	6.19	
-0.09046	0.061	6.195	
0.128327	0.061	6.2	
0.0546968	0.062	6.205	
-0.0673191	0.062	6.21	
0.0946675	0.062	6.215	
0.244032	0.062	6.22	
0.0589042	0.062	6.225	
-0.153572	0.062	6.23	
-0.0315558	0.062	6.235	
0.143053	0.062	6.24	
0.0357633	0.062	6.245	
-0.157779	0.062	6.25	
-0.0462819	0.062	6.255	
0.115705	0.062	6.26	
-0.00631117	0.062	6.265	
-0.183024	0.062	6.27	
-0.0631117	0.062	6.275	
0.0988749	0.062	6.28	
0	0.062	6.285	
-0.161987	0.062	6.29	
-0.0210372	0.062	6.295	
0.189335	0.062	6.3	
0.100979	0.063	6.305	
-0.0462819	0.063	6.31	
0.0820452	0.063	6.315	
0.201957	0.063	6.32	
0.0147261	0.063	6.325	
-0.206165	0.063	6.33	
-0.0673191	0.063	6.335	
0.128327	0.063	6.34	
0.0336596	0.063	6.345	
-0.12412	0.063	6.35	
-0.0126223	0.063	6.355	
0.134638	0.063	6.36	
-0.0126223	0.063	6.365	
-0.185128	0.063	6.37	
-0.0820452	0.063	6.375	
0.10729	0.063	6.38	
0.0189335	0.063	6.385	
-0.113601	0.063	6.39	
-0.00420744	0.063	6.395	
0.16409	0.063	6.4	
0.0589042	0.064	6.405	
-0.0925638	0.064	6.41	
0.0168298	0.064	6.415	
0.147261	0.064	6.42	
-0.00631117	0.064	6.425	
-0.136742	0.064	6.43	
0.0273484	0.064	6.435	
0.187231	0.064	6.44	
0.0673191	0.064	6.445	
-0.0988749	0.064	6.45	
-0.0105186	0.064	6.455	
0.103082	0.064	6.46	
-0.0778377	0.064	6.465	
-0.231409	0.064	6.47	
-0.0778377	0.064	6.475	
0.122016	0.064	6.48	
0.0462819	0.064	6.485	
-0.0841489	0.064	6.49	
0.0399707	0.064	6.495	
0.16409	0.064	6.5	
0.0147261	0.065	6.505	
-0.145157	0.065	6.51	
-0.00841489	0.065	6.515	
0.153572	0.065	6.52	
0.0357633	0.065	6.525	
-0.0925638	0.065	6.53	
0.0589042	0.065	6.535	
0.21458	0.065	6.54	
0.0252447	0.065	6.545	
-0.191439	0.065	6.55	
-0.0841489	0.065	6.555	
0.0631117	0.065	6.56	
-0.0336596	0.065	6.565	
-0.161987	0.065	6.57	
-0.0189335	0.065	6.575	
0.166194	0.065	6.58	
0.0420744	0.065	6.585	
-0.138846	0.065	6.59	
-0.0673191	0.065	6.595	
0.0673191	0.065	6.6	
-0.0231409	0.066	6.605	
-0.122016	0.066	6.61	
0.0462819	0.066	6.615	
0.21458	0.066	6.62	
0.0715266	0.066	6.625	
-0.109394	0.066	6.63	
-0.0105186	0.066	6.635	
0.136742	0.066	6.64	
-0.0336596	0.066	6.645	
-0.18092	0.066	6.65	
-0.0147261	0.066	6.655	
0.145157	0.066	6.66	
0.0273484	0.066	6.665	
-0.111497	0.066	6.67	
0	0.066	6.675	
0.117808	0.066	6.68	
-0.0336596	0.066	6.685	
-0.208268	0.066	6.69	
-0.0652154	0.066	6.695	
0.12412	0.066	6.7	
0.0462819	0.067	6.705	
-0.0715266	0.067	6.71	
0.105186	0.067	6.715	
0.27138	0.067	6.72	
0.075734	0.067	6.725	
-0.140949	0.067	6.73	
-0.0168298	0.067	6.735	
0.147261	0.067	6.74	
0.0273484	0.067	6.745	
-0.134638	0.067	6.75	
-0.0231409	0.067	6.755	
0.117808	0.067	6.76	
-0.0168298	0.067	6.765	
-0.220891	0.067	6.77	
-0.0862526	0.067	6.775	
0.0925638	0.067	6.78	
0.0126223	0.067	6.785	
-0.119912	0.067	6.79	
0.0126223	0.067	6.795	
0.174609	0.067	6.8	
0.0652154	0.068	6.805	
-0.0820452	0.068	6.81	
0.0841489	0.068	6.815	
0.222995	0.068	6.82	
0.0525931	0.068	6.825	
-0.12412	0.068	6.83	
-0.0168298	0.068	6.835	
0.0946675	0.068	6.84	
-0.0841489	0.068	6.845	
-0.265069	0.068	6.85	
-0.0988749	0.068	6.855	
0.09046	0.068	6.86	
-0.0483856	0.068	6.865	
-0.18092	0.068	6.87	
-0.0105186	0.068	6.875	
0.176713	0.068	6.88	
0.0399707	0.068	6.885	
-0.0988749	0.068	6.89	
0.0420744	0.068	6.895	
0.204061	0.068	6.9	
0.0357633	0.069	6.905	
-0.12412	0.069	6.91	
0.0673191	0.069	6.915	
0.244032	0.069	6.92	
0.0357633	0.069	6.925	
-0.174609	0.069	6.93	
-0.0147261	0.069	6.935	
0.143053	0.069	6.94	
-0.0483856	0.069	6.945	
-0.235617	0.069	6.95	
-0.0525931	0.069	6.955	
0.16409	0.069	6.96	
0.0189335	0.069	6.965	
-0.159883	0.069	6.97	
0.037867	0.069	6.975	
0.239824	0.069	6.98	
0.0715266	0.069	6.985	
-0.151468	0.069	6.99	
-0.0294521	0.069	6.995	
0.134638	0.069	7	
-0.0210372	0.07	7.005	
-0.208268	0.07	7.01	
0.0105186	0.07	7.015	
0.250343	0.07	7.02	
0.105186	0.07	7.025	
-0.0967712	0.07	7.03	
0.0294521	0.07	7.035	
0.189335	0.07	7.04	
0.0105186	0.07	7.045	
-0.237721	0.07	7.05	
-0.103082	0.07	7.055	
0.126223	0.07	7.06	
0.0252447	0.07	7.065	
-0.147261	0.07	7.07	
0.00631117	0.07	7.075	
0.193542	0.07	7.08	
0.0589042	0.07	7.085	
-0.159883	0.07	7.09	
-0.0546968	0.07	7.095	
0.126223	0.07	7.1	
0.0210372	0.071	7.105	
-0.130431	0.071	7.11	
0.0610079	0.071	7.115	
0.277691	0.071	7.12	
0.12412	0.071	7.125	
-0.105186	0.071	7.13	
-0.0105186	0.071	7.135	
0.153572	0.071	7.14	
-0.0105186	0.071	7.145	
-0.208268	0.071	7.15	
-0.0799414	0.071	7.155	
0.132534	0.071	7.16	
0.0336596	0.071	7.165	
-0.138846	0.071	7.17	
-0.0441782	0.071	7.175	
0.151468	0.071	7.18	
0.0357633	0.071	7.185	
-0.153572	0.071	7.19	
-0.0610079	0.071	7.195	
0.138846	0.071	7.2	
0.0946675	0.072	7.205	
-0.0778377	0.072	7.21	
0.0483856	0.072	7.215	
0.233513	0.072	7.22	
0.0967712	0.072	7.225	
-0.130431	0.072	7.23	
-0.0568005	0.072	7.235	
0.0799414	0.072	7.24	
-0.037867	0.072	7.245	
-0.222995	0.072	7.25	
-0.0925638	0.072	7.255	
0.134638	0.072	7.26	
0.075734	0.072	7.265	
-0.0967712	0.072	7.27	
-0.0105186	0.072	7.275	
0.157779	0.072	7.28	
0.0294521	0.072	7.285	
-0.18092	0.072	7.29	
-0.0883563	0.072	7.295	
0.130431	0.072	7.3	
0.0946675	0.073	7.305	
-0.0462819	0.073	7.31	
0.075734	0.073	7.315	
0.239824	0.073	7.32	
0.0862526	0.073	7.325	
-0.126223	0.073	7.33	
-0.0694228	0.073	7.335	
0.0883563	0.073	7.34	
-0.0105186	0.073	7.345	
-0.155675	0.073	7.35	
-0.0546968	0.073	7.355	
0.134638	0.073	7.36	
0.0546968	0.073	7.365	
-0.122016	0.073	7.37	
-0.0504893	0.073	7.375	
0.0988749	0.073	7.38	
0.0126223	0.073	7.385	
-0.145157	0.073	7.39	
-0.0525931	0.073	7.395	
0.134638	0.073	7.4	
0.0820452	0.074	7.405	
-0.0357633	0.074	7.41	
0.0925638	0.074	7.415	
0.225098	0.074	7.42	
0.0568005	0.074	7.425	
-0.145157	0.074	7.43	
-0.0652154	0.074	7.435	
0.075734	0.074	7.44	
-0.00841489	0.074	7.445	
-0.147261	0.074	7.45	
-0.037867	0.074	7.455	
0.100979	0.074	7.46	
0.00210372	0.074	7.465	
-0.145157	0.074	7.47	
-0.0694228	0.074	7.475	
0.0946675	0.074	7.48	
0.0273484	0.074	7.485	
-0.100979	0.074	7.49	
0.0126223	0.074	7.495	
0.193542	0.074	7.5	
0.109394	0.075	7.505	
-0.0294521	0.075	7.51	
0.0610079	0.075	7.515	
0.159883	0.075	7.52	
-0.00210372	0.075	7.525	
-0.161987	0.075	7.53	
-0.0441782	0.075	7.535	
0.0799414	0.075	7.54	
-0.0189335	0.075	7.545	
-0.134638	0.075	7.55	
-0.00420744	0.075	7.555	
0.153572	0.075	7.56	
0.0441782	0.075	7.565	
-0.0988749	0.075	7.57	
0.0231409	0.075	7.575	
0.143053	0.075	7.58	
0.0294521	0.075	7.585	
-0.109394	0.075	7.59	
0.00631117	0.075	7.595	
0.132534	0.075	7.6	
0.00631117	0.076	7.605	
-0.103082	0.076	7.61	
0.0862526	0.076	7.615	
0.208268	0.076	7.62	
0.0252447	0.076	7.625	
-0.128327	0.076	7.63	
0.00420744	0.076	7.635	
0.115705	0.076	7.64	
-0.0546968	0.076	7.645	
-0.195646	0.076	7.65	
-0.0231409	0.076	7.655	
0.138846	0.076	7.66	
0.0462819	0.076	7.665	
-0.0946675	0.076	7.67	
0.037867	0.076	7.675	
0.149364	0.076	7.68	
-0.00210372	0.076	7.685	
-0.161987	0.076	7.69	
-0.0441782	0.076	7.695	
0.10729	0.076	7.7	
0.00631117	0.077	7.705	
-0.0799414	0.077	7.71	
0.111497	0.077	7.715	
0.229306	0.077	7.72	
0.00420744	0.077	7.725	
-0.168298	0.077	7.73	
-0.0357633	0.077	7.735	
0.0820452	0.077	7.74	
-0.0715266	0.077	7.745	
-0.178816	0.077	7.75	
0.0315558	0.077	7.755	
0.212476	0.077	7.76	
0.0736303	0.077	7.765	
-0.0820452	0.077	7.77	
0.0315558	0.077	7.775	
0.122016	0.077	7.78	
-0.0504893	0.077	7.785	
-0.204061	0.077	7.79	
-0.0610079	0.077	7.795	
0.126223	0.077	7.8	
0.0420744	0.078	7.805	
-0.037867	0.078	7.81	
0.136742	0.078	7.815	
0.229306	0.078	7.82	
0	0.078	7.825	
-0.185128	0.078	7.83	
-0.0252447	0.078	7.835	
0.0967712	0.078	7.84	
-0.0525931	0.078	7.845	
-0.174609	0.078	7.85	
0.0189335	0.078	7.855	
0.151468	0.078	7.86	
-0.0420744	0.078	7.865	
-0.191439	0.078	7.87	
-0.0105186	0.078	7.875	
0.12412	0.078	7.88	
0.00210372	0.078	7.885	
-0.134638	0.078	7.89	
0.0462819	0.078	7.895	
0.210372	0.078	7.9	
0.0399707	0.079	7.905	
-0.105186	0.079	7.91	
0.0778377	0.079	7.915	
0.216683	0.079	7.92	
-0.0126223	0.079	7.925	
-0.206165	0.079	7.93	
-0.0462819	0.079	7.935	
0.166194	0.079	7.94	
0.0147261	0.079	7.945	
-0.161987	0.079	7.95	
-0.0189335	0.079	7.955	
0.130431	0.079	7.96	
-0.0462819	0.079	7.965	
-0.235617	0.079	7.97	
-0.0525931	0.079	7.975	
0.168298	0.079	7.98	
0.0610079	0.079	7.985	
-0.0589042	0.079	7.99	
0.111497	0.079	7.995	
0.250343	0.079	8	
0.0420744	0.08	8.005	
-0.16409	0.08	8.01	
-0.0273484	0.08	8.015	
0.136742	0.08	8.02	
-0.0504893	0.08	8.025	
-0.21458	0.08	8.03	
-0.00210372	0.08	8.035	
0.222995	0.08	8.04	
0.037867	0.08	8.045	
-0.157779	0.08	8.05	
-0.0294521	0.08	8.055	
0.109394	0.08	8.06	
-0.0441782	0.08	8.065	
-0.220891	0.08	8.07	
-0.0294521	0.08	8.075	
0.218787	0.08	8.08	
0.113601	0.08	8.085	
-0.0778377	0.08	8.09	
0.0483856	0.08	8.095	
0.195646	0.08	8.1	
0.0210372	0.081	8.105	
-0.18092	0.081	8.11	
-0.0399707	0.081	8.115	
0.176713	0.081	8.12	
0.0168298	0.081	8.125	
-0.161987	0.081	8.13	
0.00631117	0.081	8.135	
0.220891	0.081	8.14	
0.0483856	0.081	8.145	
-0.178816	0.081	8.15	
-0.0462819	0.081	8.155	
0.128327	0.081	8.16	
0.0105186	0.081	8.165	
-0.143053	0.081	8.17	
0.0147261	0.081	8.175	
0.222995	0.081	8.18	
0.0967712	0.081	8.185	
-0.134638	0.081	8.19	
-0.0441782	0.081	8.195	
0.122016	0.081	8.2	
-0.0126223	0.082	8.205	
-0.191439	0.082	8.21	
-0.0105186	0.082	8.215	
0.212476	0.082	8.22	
0.0441782	0.082	8.225	
-0.178816	0.082	8.23	
-0.0126223	0.082	8.235	
0.176713	0.082	8.24	
0.0168298	0.082	8.245	
-0.201957	0.082	8.25	
-0.0441782	0.082	8.255	
0.161987	0.082	8.26	
0.0568005	0.082	8.265	
-0.126223	0.082	8.27	
0.0210372	0.082	8.275	
0.237721	0.082	8.28	
0.103082	0.082	8.285	
-0.138846	0.082	8.29	
-0.0673191	0.082	8.295	
0.122016	0.082	8.3	
-0.0147261	0.083	8.305	
-0.185128	0.083	8.31	
0	0.083	8.315	
0.231409	0.083	8.32	
0.0673191	0.083	8.325	
-0.153572	0.083	8.33	
-0.0546968	0.083	8.335	
0.157779	0.083	8.34	
0.0315558	0.083	8.345	
-0.174609	0.083	8.35	
-0.0168298	0.083	8.355	
0.222995	0.083	8.36	
0.134638	0.083	8.365	
-0.0841489	0.083	8.37	
-0.00841489	0.083	8.375	
0.149364	0.083	8.38	
0.0105186	0.083	8.385	
-0.231409	0.083	8.39	
-0.155675	0.083	8.395	
0.0715266	0.083	8.4	
0.0210372	0.084	8.405	
-0.0862526	0.084	8.41	
0.0820452	0.084	8.415	
0.273484	0.084	8.42	
0.103082	0.084	8.425	
-0.155675	0.084	8.43	
-0.0862526	0.084	8.435	
0.0862526	0.084	8.44	
0.0147261	0.084	8.445	
-0.145157	0.084	8.45	
0.0168298	0.084	8.455	
0.235617	0.084	8.46	
0.143053	0.084	8.465	
-0.103082	0.084	8.47	
-0.0946675	0.084	8.475	
0.0441782	0.084	8.48	
-0.0546968	0.084	8.485	
-0.210372	0.084	8.49	
-0.0967712	0.084	8.495	
0.130431	0.084	8.5	
0.0862526	0.085	8.505	
-0.0715266	0.085	8.51	
0.037867	0.085	8.515	
0.187231	0.085	8.52	
0.0441782	0.085	8.525	
-0.153572	0.085	8.53	
-0.0357633	0.085	8.535	
0.18092	0.085	8.54	
0.119912	0.085	8.545	
-0.0483856	0.085	8.55	
0.0168298	0.085	8.555	
0.176713	0.085	8.56	
0.0841489	0.085	8.565	
-0.100979	0.085	8.57	
-0.0715266	0.085	8.575	
0.0862526	0.085	8.58	
0.0189335	0.085	8.585	
-0.115705	0.085	8.59	
-0.0673191	0.085	8.595	
0.0778377	0.085	8.6	
0.0294521	0.086	8.605	
-0.0862526	0.086	8.61	
0.00631117	0.086	8.615	
0.153572	0.086	8.62	
0.0925638	0.086	8.625	
-0.0546968	0.086	8.63	
0.0189335	0.086	8.635	
0.130431	0.086	8.64	
0.0147261	0.086	8.645	
-0.130431	0.086	8.65	
-0.0568005	0.086	8.655	
0.0925638	0.086	8.66	
0.037867	0.086	8.665	
-0.0610079	0.086	8.67	
0.0210372	0.086	8.675	
0.128327	0.086	8.68	
0.0147261	0.086	8.685	
-0.145157	0.086	8.69	
-0.10729	0.086	8.695	
-0.00841489	0.086	8.7	
-0.0631117	0.087	8.705	
-0.0925638	0.087	8.71	
0.103082	0.087	8.715	
0.244032	0.087	8.72	
0.109394	0.087	8.725	
-0.037867	0.087	8.73	
0.0420744	0.087	8.735	
0.117808	0.087	8.74	
-0.0441782	0.087	8.745	
-0.161987	0.087	8.75	
-0.0147261	0.087	8.755	
0.122016	0.087	8.76	
0.0315558	0.087	8.765	
-0.0778377	0.087	8.77	
0.0441782	0.087	8.775	
0.119912	0.087	8.78	
-0.0589042	0.087	8.785	
-0.204061	0.087	8.79	
-0.115705	0.087	8.795	
0.0168298	0.087	8.8	
-0.0441782	0.088	8.805	
-0.075734	0.088	8.81	
0.174609	0.088	8.815	
0.309247	0.088	8.82	
0.115705	0.088	8.825	
-0.0694228	0.088	8.83	
0.0462819	0.088	8.835	
0.105186	0.088	8.84	
-0.0946675	0.088	8.845	
-0.235617	0.088	8.85	
-0.00841489	0.088	8.855	
0.195646	0.088	8.86	
0.0462819	0.088	8.865	
-0.0967712	0.088	8.87	
0.0252447	0.088	8.875	
0.109394	0.088	8.88	
-0.09046	0.088	8.885	
-0.25455	0.088	8.89	
-0.075734	0.088	8.895	
0.122016	0.088	8.9	
0.0652154	0.089	8.905	
-0.0168298	0.089	8.91	
0.195646	0.089	8.915	
0.294521	0.089	8.92	
0.0189335	0.089	8.925	
-0.21458	0.089	8.93	
-0.0568005	0.089	8.935	
0.100979	0.089	8.94	
-0.0441782	0.089	8.945	
-0.134638	0.089	8.95	
0.0778377	0.089	8.955	
0.239824	0.089	8.96	
0.0168298	0.089	8.965	
-0.206165	0.089	8.97	
-0.0546968	0.089	8.975	
0.0862526	0.089	8.98	
-0.0820452	0.089	8.985	
-0.183024	0.089	8.99	
0.0420744	0.089	8.995	
0.231409	0.089	9	
0.09046	0.09	9.005	
-0.0631117	0.09	9.01	
0.117808	0.09	9.015	
0.229306	0.09	9.02	
-0.0357633	0.09	9.025	
-0.216683	0.09	9.03	
0.0105186	0.09	9.035	
0.216683	0.09	9.04	
0.0231409	0.09	9.045	
-0.153572	0.09	9.05	
0.0105186	0.09	9.055	
0.178816	0.09	9.06	
-0.0147261	0.09	9.065	
-0.21458	0.09	9.07	
-0.0294521	0.09	9.075	
0.176713	0.09	9.08	
0.0231409	0.09	9.085	
-0.145157	0.09	9.09	
0.0315558	0.09	9.095	
0.206165	0.09	9.1	
0.0315558	0.091	9.105	
-0.170401	0.091	9.11	
0.00841489	0.091	9.115	
0.19775	0.091	9.12	
0.00420744	0.091	9.125	
-0.178816	0.091	9.13	
0.0273484	0.091	9.135	
0.250343	0.091	9.14	
0.0778377	0.091	9.145	
-0.130431	0.091	9.15	
0.00631117	0.091	9.155	
0.178816	0.091	9.16	
-0.00631117	0.091	9.165	
-0.233513	0.091	9.17	
-0.0925638	0.091	9.175	
0.126223	0.091	9.18	
0.0105186	0.091	9.185	
-0.147261	0.091	9.19	
0.0357633	0.091	9.195	
0.252447	0.091	9.2	
0.122016	0.092	9.205	
-0.100979	0.092	9.21	
0.0441782	0.092	9.215	
0.201957	0.092	9.22	
0.0147261	0.092	9.225	
-0.185128	0.092	9.23	
0.0294521	0.092	9.235	
